rank,avg_ev,pred_ev,,
1019,2.04,1.48,,
1020,1.73,1.48,,
1021,2.05,1.48,,
1022,1.86,1.47,,
1023,1.58,1.47,,
1024,1.48,1.47,,
1025,2.22,1.46,,
1026,3.08,1.46,,
1027,3.67,1.46,,
1028,3.85,1.46,,
1029,3.71,1.45,,
1030,3.51,1.45,,
1031,4.24,1.45,,
1032,4.28,1.44,,
1033,5.17,1.44,,
1034,4.79,1.44,,
1035,5.04,1.44,,
1036,4.77,1.43,,
1037,3.94,1.43,,
1038,3.24,1.43,,
1039,3.26,1.42,,
1040,3.62,1.42,,
1041,3.57,1.42,,
1042,3.58,1.42,,
1043,4.04,1.41,,
1044,3.37,1.41,,
1045,3.5,1.41,,
1046,3.5,1.41,,
1047,3.39,1.4,,
1048,3.51,1.4,,
1049,3.51,1.4,,
1050,3.53,1.39,,
1051,3.57,1.39,,
1052,3.03,1.39,,
1053,2.98,1.39,,
1054,1.71,1.38,,
1055,1.51,1.38,,
1056,1.62,1.38,,
1057,1.65,1.38,,
1058,1.69,1.37,,
1059,1.54,1.37,,
1060,1.4,1.37,,
1061,2,1.36,,
1062,1.9,1.36,,
1063,1.8,1.36,,
1064,2.16,1.36,,
1065,2.29,1.35,,
1066,2.11,1.35,,
1067,2.15,1.35,,
1068,2.1,1.35,,
1069,2.69,1.34,,
1070,3.84,1.34,,
1071,4.21,1.34,,
1072,3.43,1.34,,
1073,3.2,1.33,,
1074,5.24,1.33,,
1075,4.41,1.33,,
1076,5.1,1.32,,
1077,5.27,1.32,,
1078,4.98,1.32,,
1079,4.98,1.32,,
1080,4.65,1.31,,
1081,3.63,1.31,,
1082,3.54,1.31,,
1083,3.18,1.31,,
1084,3.32,1.3,,
1085,2.29,1.3,,
1086,2.42,1.3,,
1087,2.3,1.3,,
1088,2.56,1.29,,
1089,2.11,1.29,,
1090,2.17,1.29,,
1091,2.46,1.29,,
1092,2.63,1.28,,
1093,2.63,1.28,,
1094,2.87,1.28,,
1095,2.67,1.28,,
1096,2.41,1.27,,
1097,2.41,1.27,,
1098,2.28,1.27,,
1099,2.38,1.27,,
1100,2.12,1.26,,
1101,2.11,1.26,,
1102,2,1.26,,
1103,1.77,1.26,,
1104,1.66,1.25,,
1105,2.12,1.25,,
1106,2.2,1.25,,
1107,2.38,1.25,,
1108,2.51,1.24,,
1109,2.51,1.24,,
1110,1.91,1.24,,
1111,1.55,1.24,,
1112,1.57,1.23,,
1113,0.97,1.23,,
1114,0.99,1.23,,
1115,0.99,1.23,,
1116,0.11,1.22,,
1117,0.09,1.22,,
1118,0.09,1.22,,
1119,0,1.22,,
1120,0.08,1.21,,
1121,0.08,1.21,,
1122,0.09,1.21,,
1123,0.09,1.21,,
1124,0.37,1.21,,
1125,0.36,1.2,,
1126,0.52,1.2,,
1127,1.05,1.2,,
1128,1.16,1.2,,
1129,1.21,1.19,,
1130,1.22,1.19,,
1131,1.16,1.19,,
1132,3.39,1.19,,
1133,3.28,1.18,,
1134,3.64,1.18,,
1135,3.72,1.18,,
1136,3.3,1.18,,
1137,3.27,1.18,,
1138,3.35,1.17,,
1139,3.69,1.17,,
1140,3.42,1.17,,
1141,2.84,1.17,,
1142,2.76,1.16,,
1143,0.44,1.16,,
1144,0.47,1.16,,
1145,0.31,1.16,,
1146,0.86,1.15,,
1147,1.19,1.15,,
1148,1.61,1.15,,
1149,1.43,1.15,,
1150,1.63,1.15,,
1151,1.7,1.14,,
1152,1.9,1.14,,
1153,1.95,1.14,,
1154,1.8,1.14,,
1155,1.53,1.13,,
1156,1.52,1.13,,
1157,1.32,1.13,,
1158,0.95,1.13,,
1159,1.92,1.13,,
1160,4.14,1.12,,
1161,4.28,1.12,,
1162,3.74,1.12,,
1163,3.47,1.12,,
1164,3.57,1.11,,
1165,3.67,1.11,,
1166,4.55,1.11,,
1167,4.88,1.11,,
1168,5.19,1.11,,
1169,6.18,1.1,,
1170,3.74,1.1,,
1171,0.56,1.1,,
1172,0.58,1.1,,
1173,0.86,1.09,,
1174,1.2,1.09,,
1175,1.19,1.09,,
1176,0.84,1.09,,
1177,0.73,1.09,,
1178,0.73,1.08,,
1179,0.73,1.08,,
1180,0.71,1.08,,
1181,0.97,1.08,,
1182,1.58,1.08,,
1183,1.64,1.07,,
1184,1.48,1.07,,
1185,1.35,1.07,,
1186,1.36,1.07,,
1187,2.03,1.06,,
1188,1.8,1.06,,
1189,2.51,1.06,,
1190,2.37,1.06,,
1191,2.53,1.06,,
1192,2.4,1.05,,
1193,2.07,1.05,,
1194,1.86,1.05,,
1195,2.02,1.05,,
1196,2.05,1.05,,
1197,1.63,1.04,,
1198,1.28,1.04,,
1199,1.3,1.04,,
1200,0.28,1.04,,
1201,0.46,1.04,,
1202,0.53,1.03,,
1203,0.55,1.03,,
1204,0.82,1.03,,
1205,0.83,1.03,,
1206,1.14,1.03,,
1207,1.27,1.02,,
1208,1.99,1.02,,
1209,1.99,1.02,,
1210,1.87,1.02,,
1211,1.94,1.02,,
1212,1.93,1.01,,
1213,1.81,1.01,,
1214,1.81,1.01,,
1215,1.83,1.01,,
1216,1.77,1.01,,
1217,1.62,1,,
1218,1.55,1,,
1219,0.91,1,,
1220,1.29,1,,
1221,2.05,1,,
1222,1.88,0.99,,
1223,2.52,0.99,,
1224,3.45,0.99,,
1225,2.69,0.99,,
1226,2.67,0.99,,
1227,2.81,0.98,,
1228,1.9,0.98,,
1229,1.89,0.98,,
1230,1.85,0.98,,
1231,1.59,0.98,,
1232,1.34,0.97,,
1233,1.32,0.97,,
1234,0.97,0.97,,
1235,0.48,0.97,,
1236,0.75,0.97,,
1237,0.56,0.97,,
1238,0.49,0.96,,
1239,0.79,0.96,,
1240,0.85,0.96,,
1241,1.21,0.96,,
1242,3.25,0.96,,
1243,2.77,0.95,,
1244,2.77,0.95,,
1245,2.81,0.95,,
1246,2.88,0.95,,
1247,3.49,0.95,,
1248,3.44,0.94,,
1249,5.6,0.94,,
1250,5.47,0.94,,
1251,5.56,0.94,,
1252,4.4,0.94,,
1253,1.95,0.94,,
1254,2.09,0.93,,
1255,2.19,0.93,,
1256,2.36,0.93,,
1257,2.38,0.93,,
1258,2.99,0.93,,
1259,3.11,0.92,,
1260,2.99,0.92,,
1261,3.02,0.92,,
1262,2.93,0.92,,
1263,3.54,0.92,,
1264,4.67,0.92,,
1265,5.32,0.91,,
1266,4.69,0.91,,
1267,3.94,0.91,,
1268,3.32,0.91,,
1269,0.19,0.91,,
1270,0.42,0.9,,
1271,2.44,0.9,,
1272,2.07,0.9,,
1273,2.12,0.9,,
1274,2.1,0.9,,
1275,2.12,0.9,,
1276,1.83,0.89,,
1277,1.95,0.89,,
1278,2.43,0.89,,
1279,2.56,0.89,,
1280,2.72,0.89,,
1281,2.43,0.89,,
1282,1.2,0.88,,
1283,1.4,0.88,,
1284,1.36,0.88,,
1285,1.76,0.88,,
1286,1.77,0.88,,
1287,2.18,0.87,,
1288,2.08,0.87,,
1289,1.61,0.87,,
1290,1.65,0.87,,
1291,1.92,0.87,,
1292,2.38,0.87,,
1293,1.95,0.86,,
1294,1.87,0.86,,
1295,1.95,0.86,,
1296,1.32,0.86,,
1297,1.51,0.86,,
1298,1.67,0.86,,
1299,1.6,0.85,,
1300,1.32,0.85,,
1301,1.21,0.85,,
1302,0.77,0.85,,
1303,0.59,0.85,,
1304,1.26,0.85,,
1305,1.33,0.84,,
1306,1.28,0.84,,
1307,1.26,0.84,,
1308,1.79,0.84,,
1309,1.78,0.84,,
1310,1.33,0.84,,
1311,1.45,0.83,,
1312,1.73,0.83,,
1313,1.76,0.83,,
1314,1.99,0.83,,
1315,1.87,0.83,,
1316,1.74,0.83,,
1317,1.74,0.82,,
1318,1.79,0.82,,
1319,1.09,0.82,,
1320,0.98,0.82,,
1321,2.12,0.82,,
1322,1.95,0.82,,
1323,1.7,0.81,,
1324,1.87,0.81,,
1325,1.84,0.81,,
1326,1.52,0.81,,
1327,1.58,0.81,,
1328,1.66,0.81,,
1329,1.63,0.81,,
1330,1.75,0.8,,
1331,1.7,0.8,,
1332,1.24,0.8,,
1333,1.35,0.8,,
1334,1.29,0.8,,
1335,0.83,0.8,,
1336,0.68,0.79,,
1337,0.76,0.79,,
1338,0.78,0.79,,
1339,0.35,0.79,,
1340,0.62,0.79,,
1341,0.63,0.79,,
1342,0.68,0.79,,
1343,0.43,0.78,,
1344,0.55,0.78,,
1345,0.77,0.78,,
1346,0.9,0.78,,
1347,0.83,0.78,,
1348,0.73,0.78,,
1349,0.73,0.77,,
1350,0.89,0.77,,
1351,0.63,0.77,,
1352,0.63,0.77,,
1353,0.74,0.77,,
1354,1.1,0.77,,
1355,0.85,0.77,,
1356,0.62,0.76,,
1357,0.54,0.76,,
1358,0.62,0.76,,
1359,0.64,0.76,,
1360,0.61,0.76,,
1361,0.45,0.76,,
1362,0.54,0.75,,
1363,2.01,0.75,,
1364,1.87,0.75,,
1365,1.87,0.75,,
1366,1.79,0.75,,
1367,1.74,0.75,,
1368,1.2,0.75,,
1369,1.14,0.74,,
1370,1.14,0.74,,
1371,1.15,0.74,,
1372,1.14,0.74,,
1373,1.09,0.74,,
1374,0.45,0.74,,
1375,0.46,0.74,,
1376,0.43,0.73,,
1377,0.47,0.73,,
1378,0.59,0.73,,
1379,0.46,0.73,,
1380,1.12,0.73,,
1381,1.12,0.73,,
1382,1.19,0.73,,
1383,1.11,0.72,,
1384,1.24,0.72,,
1385,1.69,0.72,,
1386,1.32,0.72,,
1387,1.45,0.72,,
1388,1.63,0.72,,
1389,1.52,0.72,,
1390,1.64,0.71,,
1391,1.13,0.71,,
1392,1.22,0.71,,
1393,1.2,0.71,,
1394,1.29,0.71,,
1395,1.11,0.71,,
1396,0.82,0.71,,
1397,1.42,0.7,,
1398,1.3,0.7,,
1399,0.98,0.7,,
1400,0.77,0.7,,
1401,0.63,0.7,,
1402,0.72,0.7,,
1403,0.59,0.7,,
1404,0.58,0.69,,
1405,0.56,0.69,,
1406,0.55,0.69,,
1407,0.52,0.69,,
1408,0.36,0.69,,
1409,0.37,0.69,,
1410,0.37,0.69,,
1411,0.47,0.69,,
1412,0.41,0.68,,
1413,0.22,0.68,,
1414,0.11,0.68,,
1415,0.11,0.68,,
1416,0.11,0.68,,
1417,0.13,0.68,,
1418,0.21,0.68,,
1419,0.21,0.67,,
1420,0.46,0.67,,
1421,0.63,0.67,,
1422,0.57,0.67,,
1423,0.57,0.67,,
1424,0.6,0.67,,
1425,1.42,0.67,,
1426,1.59,0.67,,
1427,4,0.66,,
1428,3.33,0.66,,
1429,2.15,0.66,,
1430,2.13,0.66,,
1431,1.5,0.66,,
1432,1.68,0.66,,
1433,1.65,0.66,,
1434,1.11,0.66,,
1435,1.18,0.65,,
1436,1.13,0.65,,
1437,1.19,0.65,,
1438,0.49,0.65,,
1439,0.51,0.65,,
1440,0.6,0.65,,
1441,0.61,0.65,,
1442,0.68,0.64,,
1443,0.3,0.64,,
1444,0.31,0.64,,
1445,0.34,0.64,,
1446,0.34,0.64,,
1447,0.4,0.64,,
1448,0.78,0.64,,
1449,0.67,0.64,,
1450,0.93,0.63,,
1451,1.04,0.63,,
1452,0.92,0.63,,
1453,0.97,0.63,,
1454,0.88,0.63,,
1455,0.71,0.63,,
1456,0.7,0.63,,
1457,1.19,0.63,,
1458,1.28,0.62,,
1459,1.04,0.62,,
1460,1.03,0.62,,
1461,0.8,0.62,,
1462,1.51,0.62,,
1463,1.6,0.62,,
1464,1.53,0.62,,
1465,1.55,0.62,,
1466,1.81,0.62,,
1467,1.72,0.61,,
1468,0.73,0.61,,
1469,0.74,0.61,,
1470,0.76,0.61,,
1471,1.21,0.61,,
1472,1.11,0.61,,
1473,0.33,0.61,,
1474,0.53,0.61,,
1475,0.62,0.6,,
1476,0.63,0.6,,
1477,0.69,0.6,,
1478,0.66,0.6,,
1479,0.82,0.6,,
1480,0.73,0.6,,
1481,0.72,0.6,,
1482,0.39,0.6,,
1483,0.43,0.59,,
1484,0.42,0.59,,
1485,0.22,0.59,,
1486,0.22,0.59,,
1487,0.21,0.59,,
1488,0.2,0.59,,
1489,0.23,0.59,,
1490,0.22,0.59,,
1491,0.24,0.59,,
1492,0.27,0.58,,
1493,0.27,0.58,,
1494,0.14,0.58,,
1495,0.14,0.58,,
1496,0.15,0.58,,
1497,0,0.58,,
1498,0.22,0.58,,
1499,0.21,0.58,,
1500,0.2,0.58,,
1501,0.25,0.57,,
1502,0.46,0.57,,
1503,0.41,0.57,,
1504,0.54,0.57,,
1505,0.77,0.57,,
1506,0.82,0.57,,
1507,0.98,0.57,,
1508,0.92,0.57,,
1509,0.78,0.57,,
1510,0.89,0.56,,
1511,0.83,0.56,,
1512,1.76,0.56,,
1513,1.56,0.56,,
1514,1.73,0.56,,
1515,1.85,0.56,,
1516,1.96,0.56,,
1517,1.85,0.56,,
1518,1.49,0.56,,
1519,1.65,0.55,,
1520,1.52,0.55,,
1521,1.38,0.55,,
1522,1.31,0.55,,
1523,0.19,0.55,,
1524,0.19,0.55,,
1525,0.37,0.55,,
1526,0.24,0.55,,
1527,0.22,0.55,,
1528,0.23,0.54,,
1529,0.27,0.54,,
1530,0.28,0.54,,
1531,0.34,0.54,,
1532,0.37,0.54,,
1533,1.69,0.54,,
1534,1.73,0.54,,
1535,1.57,0.54,,
1536,1.31,0.54,,
1537,1,0.53,,
1538,1,0.53,,
1539,0.96,0.53,,
1540,0.96,0.53,,
1541,0.96,0.53,,
1542,0.97,0.53,,
1543,0.99,0.53,,
1544,1.95,0.53,,
1545,1.9,0.53,,
1546,1.69,0.53,,
1547,2.01,0.52,,
1548,1.88,0.52,,
1549,2.55,0.52,,
1550,2.49,0.52,,
1551,1.93,0.52,,
1552,1.87,0.52,,
1553,1.84,0.52,,
1554,2.15,0.52,,
1555,1.05,0.52,,
1556,1.2,0.52,,
1557,1.3,0.51,,
1558,1.26,0.51,,
1559,1.38,0.51,,
1560,1.18,0.51,,
1561,1.25,0.51,,
1562,1.44,0.51,,
1563,1.44,0.51,,
1564,1.44,0.51,,
1565,1.23,0.51,,
1566,1.22,0.51,,
1567,0.88,0.5,,
1568,0.79,0.5,,
1569,0.82,0.5,,
1570,0.73,0.5,,
1571,0.84,0.5,,
1572,0.68,0.5,,
1573,0.39,0.5,,
1574,0.36,0.5,,
1575,0.37,0.5,,
1576,0.69,0.5,,
1577,0.7,0.49,,
1578,0.81,0.49,,
1579,0.78,0.49,,
1580,0.77,0.49,,
1581,2.25,0.49,,
1582,2.36,0.49,,
1583,2.2,0.49,,
1584,2.04,0.49,,
1585,2.71,0.49,,
1586,2.59,0.49,,
1587,2.76,0.48,,
1588,2.69,0.48,,
1589,2.46,0.48,,
1590,2.71,0.48,,
1591,2.52,0.48,,
1592,1.19,0.48,,
1593,1.03,0.48,,
1594,1.34,0.48,,
1595,1.33,0.48,,
1596,0.79,0.48,,
1597,0.83,0.48,,
1598,0.85,0.47,,
1599,0.79,0.47,,
1600,0.85,0.47,,
1601,0.68,0.47,,
1602,0.69,0.47,,
1603,0.83,0.47,,
1604,2.39,0.47,,
1605,2.24,0.47,,
1606,2.5,0.47,,
1607,2.24,0.47,,
1608,2.06,0.47,,
1609,1.98,0.46,,
1610,1.96,0.46,,
1611,1.96,0.46,,
1612,1.93,0.46,,
1613,2.06,0.46,,
1614,1.79,0.46,,
1615,0.56,0.46,,
1616,0.56,0.46,,
1617,0.43,0.46,,
1618,0.39,0.46,,
1619,0.41,0.46,,
1620,0.43,0.45,,
1621,0.89,0.45,,
1622,0.82,0.45,,
1623,0.95,0.45,,
1624,0.78,0.45,,
1625,0.89,0.45,,
1626,1.13,0.45,,
1627,1.14,0.45,,
1628,1.5,0.45,,
1629,1.52,0.45,,
1630,1.67,0.45,,
1631,1.79,0.44,,
1632,1.51,0.44,,
1633,1.52,0.44,,
1634,1.41,0.44,,
1635,1.35,0.44,,
1636,1.78,0.44,,
1637,3.3,0.44,,
1638,3.39,0.44,,
1639,3.25,0.44,,
1640,3.22,0.44,,
1641,3.13,0.44,,
1642,2.81,0.44,,
1643,2.51,0.43,,
1644,2.61,0.43,,
1645,2.42,0.43,,
1646,2.24,0.43,,
1647,1.99,0.43,,
1648,0.36,0.43,,
1649,0.37,0.43,,
1650,0.27,0.43,,
1651,0.26,0.43,,
1652,0.27,0.43,,
1653,0.21,0.43,,
1654,0.29,0.42,,
1655,0.37,0.42,,
1656,0.4,0.42,,
1657,0.42,0.42,,
1658,0.52,0.42,,
1659,0.49,0.42,,
1660,0.52,0.42,,
1661,0.5,0.42,,
1662,0.48,0.42,,
1663,0.46,0.42,,
1664,0.48,0.42,,
1665,0.31,0.42,,
1666,0.46,0.42,,
1667,0.49,0.41,,
1668,0.49,0.41,,
1669,0.41,0.41,,
1670,0.4,0.41,,
1671,0.58,0.41,,
1672,0.54,0.41,,
1673,1.77,0.41,,
1674,1.6,0.41,,
1675,1.53,0.41,,
1676,1.77,0.41,,
1677,1.59,0.41,,
1678,1.61,0.41,,
1679,1.83,0.4,,
1680,1.73,0.4,,
1681,1.9,0.4,,
1682,1.76,0.4,,
1683,1.79,0.4,,
1684,1.5,0.4,,
1685,1.58,0.4,,
1686,1.59,0.4,,
1687,1.48,0.4,,
1688,1.71,0.4,,
1689,1.61,0.4,,
1690,1.15,0.4,,
1691,1.23,0.4,,
1692,0.95,0.39,,
1693,1.04,0.39,,
1694,1.03,0.39,,
1695,0.6,0.39,,
1696,0.53,0.39,,
1697,0.55,0.39,,
1698,0.63,0.39,,
1699,0.48,0.39,,
1700,0.44,0.39,,
1701,0.34,0.39,,
1702,0.33,0.39,,
1703,1.58,0.39,,
1704,1.56,0.39,,
1705,1.46,0.38,,
1706,1.77,0.38,,
1707,1.94,0.38,,
1708,1.85,0.38,,
1709,1.77,0.38,,
1710,1.81,0.38,,
1711,1.77,0.38,,
1712,1.81,0.38,,
1713,1.92,0.38,,
1714,0.87,0.38,,
1715,0.73,0.38,,
1716,0.73,0.38,,
1717,0.34,0.38,,
1718,0.34,0.37,,
1719,0.75,0.37,,
1720,0.77,0.37,,
1721,0.78,0.37,,
1722,0.83,0.37,,
1723,0.86,0.37,,
1724,0.76,0.37,,
1725,0.67,0.37,,
1726,0.93,0.37,,
1727,0.89,0.37,,
1728,0.96,0.37,,
1729,0.87,0.37,,
1730,0.76,0.37,,
1731,0.73,0.37,,
1732,0.75,0.36,,
1733,0.81,0.36,,
1734,0.76,0.36,,
1735,1.76,0.36,,
1736,1.63,0.36,,
1737,1.56,0.36,,
1738,1.56,0.36,,
1739,1.44,0.36,,
1740,1.44,0.36,,
1741,1,0.36,,
1742,1,0.36,,
1743,1.03,0.36,,
1744,0.96,0.36,,
1745,0.94,0.36,,
1746,0.09,0.35,,
1747,0.08,0.35,,
1748,0.08,0.35,,
1749,0.09,0.35,,
1750,0.09,0.35,,
1751,0.44,0.35,,
1752,0.41,0.35,,
1753,0.45,0.35,,
1754,0.43,0.35,,
1755,0.45,0.35,,
1756,0.47,0.35,,
1757,0.45,0.35,,
1758,0.53,0.35,,
1759,0.5,0.35,,
1760,1.67,0.35,,
1761,1.79,0.34,,
1762,1.6,0.34,,
1763,1.7,0.34,,
1764,1.68,0.34,,
1765,2,0.34,,
1766,2.06,0.34,,
1767,1.87,0.34,,
1768,2.03,0.34,,
1769,1.78,0.34,,
1770,1.87,0.34,,
1771,0.24,0.34,,
1772,0.15,0.34,,
1773,0.14,0.34,,
1774,0,0.34,,
1775,0.27,0.33,,
1776,0.26,0.33,,
1777,0.18,0.33,,
1778,0.18,0.33,,
1779,0.15,0.33,,
1780,0.14,0.33,,
1781,0.14,0.33,,
1782,0.17,0.33,,
1783,0.16,0.33,,
1784,0.16,0.33,,
1785,0.16,0.33,,
1786,0.3,0.33,,
1787,0.33,0.33,,
1788,0.46,0.33,,
1789,0.49,0.33,,
1790,0.68,0.33,,
1791,0.71,0.32,,
1792,0.75,0.32,,
1793,1.06,0.32,,
1794,1.08,0.32,,
1795,1.05,0.32,,
1796,1.04,0.32,,
1797,0.49,0.32,,
1798,0.41,0.32,,
1799,0.4,0.32,,
1800,0.37,0.32,,
1801,0.4,0.32,,
1802,0.42,0.32,,
1803,0.37,0.32,,
1804,0,0.32,,
1805,0.11,0.32,,
1806,0.11,0.32,,
1807,0.11,0.31,,
1808,0.23,0.31,,
1809,0.22,0.31,,
1810,0.22,0.31,,
1811,0.32,0.31,,
1812,1.12,0.31,,
1813,1.11,0.31,,
1814,1.13,0.31,,
1815,1.2,0.31,,
1816,0.92,0.31,,
1817,0.79,0.31,,
1818,0.79,0.31,,
1819,0.75,0.31,,
1820,0.83,0.31,,
1821,1.77,0.31,,
1822,1.69,0.31,,
1823,0.99,0.3,,
1824,1.02,0.3,,
1825,1.04,0.3,,
1826,0.99,0.3,,
1827,1.19,0.3,,
1828,1.42,0.3,,
1829,1.41,0.3,,
1830,1.32,0.3,,
1831,1.34,0.3,,
1832,0.19,0.3,,
1833,0.19,0.3,,
1834,0.19,0.3,,
1835,0.79,0.3,,
1836,0.75,0.3,,
1837,1.06,0.3,,
1838,1.08,0.3,,
1839,1.12,0.3,,
1840,0.74,0.29,,
1841,0.74,0.29,,
1842,0.75,0.29,,
1843,0.73,0.29,,
1844,0.65,0.29,,
1845,0.64,0.29,,
1846,0.28,0.29,,
1847,0.29,0.29,,
1848,0,0.29,,
1849,0,0.29,,
1850,0.12,0.29,,
1851,0.17,0.29,,
1852,0.17,0.29,,
1853,0.17,0.29,,
1854,0.19,0.29,,
1855,0.69,0.29,,
1856,0.74,0.29,,
1857,0.72,0.29,,
1858,0.79,0.28,,
1859,0.72,0.28,,
1860,0.72,0.28,,
1861,0.76,0.28,,
1862,0.75,0.28,,
1863,0.73,0.28,,
1864,1.82,0.28,,
1865,1.84,0.28,,
1866,2,0.28,,
1867,1.82,0.28,,
1868,1.96,0.28,,
1869,2.41,0.28,,
1870,2.99,0.28,,
1871,3.28,0.28,,
1872,2.76,0.28,,
1873,2.54,0.28,,
1874,2.71,0.28,,
1875,1.08,0.28,,
1876,1.01,0.27,,
1877,1,0.27,,
1878,1.02,0.27,,
1879,0.89,0.27,,
1880,0.4,0.27,,
1881,0.9,0.27,,
1882,0.76,0.27,,
1883,0.82,0.27,,
1884,0.76,0.27,,
1885,0.71,0.27,,
1886,0.71,0.27,,
1887,0.74,0.27,,
1888,0.86,0.27,,
1889,0.85,0.27,,
1890,0.93,0.27,,
1891,0.97,0.27,,
1892,0.4,0.27,,
1893,0.4,0.27,,
1894,0.36,0.27,,
1895,0.42,0.26,,
1896,0.34,0.26,,
1897,0.24,0.26,,
1898,0.4,0.26,,
1899,0.14,0.26,,
1900,0.92,0.26,,
1901,0.94,0.26,,
1902,0.92,0.26,,
1903,1.01,0.26,,
1904,1.29,0.26,,
1905,1.25,0.26,,
1906,1.18,0.26,,
1907,1.09,0.26,,
1908,1.14,0.26,,
1909,1.09,0.26,,
1910,1.24,0.26,,
1911,0.96,0.26,,
1912,0.92,0.26,,
1913,0.92,0.26,,
1914,0.88,0.25,,
1915,0.77,0.25,,
1916,0.18,0.25,,
1917,0.21,0.25,,
1918,0.16,0.25,,
1919,0.17,0.25,,
1920,0.17,0.25,,
1921,0.1,0.25,,
1922,0.1,0.25,,
1923,0.1,0.25,,
1924,0.73,0.25,,
1925,0.9,0.25,,
1926,0.9,0.25,,
1927,0.99,0.25,,
1928,0.98,0.25,,
1929,2.04,0.25,,
1930,2.14,0.25,,
1931,2,0.25,,
1932,2.01,0.25,,
1933,1.96,0.25,,
1934,1.92,0.25,,
1935,2.11,0.24,,
1936,1.13,0.24,,
1937,1.04,0.24,,
1938,0.27,0.24,,
1939,0.26,0.24,,
1940,0.26,0.24,,
1941,0,0.24,,
1942,0,0.24,,
1943,0,0.24,,
1944,0,0.24,,
1945,0.13,0.24,,
1946,0.1,0.24,,
1947,0.09,0.24,,
1948,0.09,0.24,,
1949,0.11,0.24,,
1950,0.12,0.24,,
1951,0.24,0.24,,
1952,0.24,0.24,,
1953,0.9,0.24,,
1954,1.07,0.24,,
1955,1.01,0.24,,
1956,1.02,0.23,,
1957,1.26,0.23,,
1958,2.09,0.23,,
1959,1.88,0.23,,
1960,1.82,0.23,,
1961,1.91,0.23,,
1962,2.37,0.23,,
1963,2.08,0.23,,
1964,0.86,0.23,,
1965,0.79,0.23,,
1966,0.83,0.23,,
1967,0.81,0.23,,
1968,0.66,0.23,,
1969,0.14,0.23,,
1970,0.15,0.23,,
1971,0.12,0.23,,
1972,0.11,0.23,,
1973,0.11,0.23,,
1974,0.12,0.23,,
1975,0.13,0.23,,
1976,0.38,0.23,,
1977,0.39,0.23,,
1978,0.39,0.22,,
1979,0.47,0.22,,
1980,0.43,0.22,,
1981,0.39,0.22,,
1982,3.49,0.22,,
1983,4.79,0.22,,
1984,4.29,0.22,,
1985,3.96,0.22,,
1986,4.12,0.22,,
1987,2.54,0.22,,
1988,2.67,0.22,,
1989,2.6,0.22,,
1990,2.73,0.22,,
1991,2.77,0.22,,
1992,2.77,0.22,,
