rank,avg_ev,pred_ev,,
1993,0.99,0.22,,
1994,0.38,0.22,,
1995,0.41,0.22,,
1996,0.38,0.22,,
1997,0.39,0.22,,
1998,0.44,0.22,,
1999,0,0.22,,
2000,0,0.22,,
2001,0.27,0.21,,
2002,0.28,0.21,,
2003,0.21,0.21,,
2004,0.22,0.21,,
2005,0.24,0.21,,
2006,2.42,0.21,,
2007,2.5,0.21,,
2008,2.35,0.21,,
2009,2.05,0.21,,
2010,2.12,0.21,,
2011,2.05,0.21,,
2012,2.03,0.21,,
2013,2.05,0.21,,
2014,2.51,0.21,,
2015,2.59,0.21,,
2016,2.63,0.21,,
2017,0.48,0.21,,
2018,0.83,0.21,,
2019,0.87,0.21,,
2020,0.69,0.21,,
2021,0.54,0.21,,
2022,0.58,0.21,,
2023,0.5,0.21,,
2024,0.39,0.21,,
2025,0.43,0.2,,
2026,0.37,0.2,,
2027,0.39,0.2,,
2028,0.43,0.2,,
2029,0.12,0.2,,
2030,0.12,0.2,,
2031,0.14,0.2,,
2032,0.82,0.2,,
2033,0.74,0.2,,
2034,0.73,0.2,,
2035,0.73,0.2,,
2036,0.64,0.2,,
2037,0.72,0.2,,
2038,0.52,0.2,,
2039,0.54,0.2,,
2040,1.74,0.2,,
2041,1.72,0.2,,
2042,1.74,0.2,,
2043,1.33,0.2,,
2044,1.43,0.2,,
2045,1.66,0.2,,
2046,1.71,0.2,,
2047,1.88,0.2,,
2048,1.68,0.2,,
2049,2.13,0.2,,
2050,2.13,0.2,,
2051,0.97,0.19,,
2052,0.98,0.19,,
2053,1,0.19,,
2054,1.16,0.19,,
2055,1.14,0.19,,
2056,1.13,0.19,,
2057,0.22,0.19,,
2058,0.21,0.19,,
2059,0.67,0.19,,
2060,0.67,0.19,,
2061,0.67,0.19,,
2062,0.65,0.19,,
2063,0.64,0.19,,
2064,0.61,0.19,,
2065,0.5,0.19,,
2066,0.5,0.19,,
2067,0.53,0.19,,
2068,0.6,0.19,,
2069,0.59,0.19,,
2070,0.11,0.19,,
2071,0.09,0.19,,
2072,0.17,0.19,,
2073,0.17,0.19,,
2074,0.16,0.19,,
2075,0.24,0.19,,
2076,0.24,0.19,,
2077,0.26,0.18,,
2078,0.21,0.18,,
2079,0.2,0.18,,
2080,0.2,0.18,,
2081,0.29,0.18,,
2082,1.29,0.18,,
2083,1.23,0.18,,
2084,1.3,0.18,,
2085,1.23,0.18,,
2086,1.12,0.18,,
2087,1.11,0.18,,
2088,1.49,0.18,,
2089,1.62,0.18,,
2090,1.67,0.18,,
2091,1.74,0.18,,
2092,1.68,0.18,,
2093,0.46,0.18,,
2094,0.46,0.18,,
2095,0.42,0.18,,
2096,0.57,0.18,,
2097,0.79,0.18,,
2098,0.63,0.18,,
2099,0.65,0.18,,
2100,0.65,0.18,,
2101,0.62,0.18,,
2102,0,0.18,,
2103,0,0.18,,
2104,0,0.18,,
2105,0,0.18,,
2106,2.63,0.17,,
2107,2.65,0.17,,
2108,2.63,0.17,,
2109,2.66,0.17,,
2110,2.63,0.17,,
2111,2.58,0.17,,
2112,2.57,0.17,,
2113,2.53,0.17,,
2114,2.53,0.17,,
2115,2.56,0.17,,
2116,2.59,0.17,,
2117,1.11,0.17,,
2118,1.05,0.17,,
2119,0.78,0.17,,
2120,0.6,0.17,,
2121,0.62,0.17,,
2122,0.82,0.17,,
2123,0.84,0.17,,
2124,0.51,0.17,,
2125,0.51,0.17,,
2126,0.22,0.17,,
2127,0.2,0.17,,
2128,0.2,0.17,,
2129,0.24,0.17,,
2130,0.27,0.17,,
2131,0.32,0.17,,
2132,0.32,0.17,,
2133,0.2,0.17,,
2134,0.19,0.17,,
2135,0.2,0.16,,
2136,0.2,0.16,,
2137,0.28,0.16,,
2138,0.65,0.16,,
2139,0.65,0.16,,
2140,0.45,0.16,,
2141,0.27,0.16,,
2142,0.24,0.16,,
2143,0.24,0.16,,
2144,0.24,0.16,,
2145,0.23,0.16,,
2146,0.2,0.16,,
2147,0.85,0.16,,
2148,0.87,0.16,,
2149,0.6,0.16,,
2150,0.61,0.16,,
2151,0.78,0.16,,
2152,0.94,0.16,,
2153,0.97,0.16,,
2154,0.94,0.16,,
2155,0.95,0.16,,
2156,0.86,0.16,,
2157,0.92,0.16,,
2158,0.34,0.16,,
2159,2.87,0.16,,
2160,3.9,0.16,,
2161,3.44,0.16,,
2162,4.3,0.16,,
2163,4.3,0.16,,
2164,4.4,0.16,,
2165,4.51,0.16,,
2166,4.2,0.16,,
2167,5.14,0.15,,
2168,5,0.15,,
2169,4.3,0.15,,
2170,0,0.15,,
2171,0.38,0.15,,
2172,0.42,0.15,,
2173,0.37,0.15,,
2174,0.35,0.15,,
2175,0.35,0.15,,
2176,0.35,0.15,,
2177,0.34,0.15,,
2178,0.32,0.15,,
2179,0.27,0.15,,
2180,0.34,0.15,,
2181,0.29,0.15,,
2182,0,0.15,,
2183,0,0.15,,
2184,0.11,0.15,,
2185,0.11,0.15,,
2186,0.11,0.15,,
2187,0.07,0.15,,
2188,0.08,0.15,,
2189,0.08,0.15,,
2190,0.08,0.15,,
2191,0.08,0.15,,
2192,0.09,0.15,,
2193,0.09,0.15,,
2194,0.09,0.15,,
2195,0,0.15,,
2196,0,0.15,,
2197,0,0.15,,
2198,0,0.15,,
2199,0,0.15,,
2200,0,0.15,,
2201,0,0.14,,
2202,0,0.14,,
2203,0,0.14,,
2204,0,0.14,,
2205,0,0.14,,
2206,0,0.14,,
2207,0,0.14,,
2208,0.16,0.14,,
2209,0.46,0.14,,
2210,0.47,0.14,,
2211,0.44,0.14,,
2212,0.62,0.14,,
2213,0.65,0.14,,
2214,0.65,0.14,,
2215,0.63,0.14,,
2216,0.66,0.14,,
2217,0.68,0.14,,
2218,0.65,0.14,,
2219,0.76,0.14,,
2220,0.6,0.14,,
2221,0.59,0.14,,
2222,0.6,0.14,,
2223,0.33,0.14,,
2224,0,0.14,,
2225,0,0.14,,
2226,0,0.14,,
2227,0.22,0.14,,
2228,0.22,0.14,,
2229,0.32,0.14,,
2230,0.29,0.14,,
2231,0.22,0.14,,
2232,0.79,0.14,,
2233,0.93,0.14,,
2234,0.95,0.14,,
2235,0.95,0.14,,
2236,1.26,0.14,,
2237,1.31,0.13,,
2238,1.17,0.13,,
2239,1.1,0.13,,
2240,0.9,0.13,,
2241,0.61,0.13,,
2242,0.67,0.13,,
2243,0.31,0.13,,
2244,0.32,0.13,,
2245,0.26,0.13,,
2246,1.19,0.13,,
2247,0.9,0.13,,
2248,0.92,0.13,,
2249,0.94,0.13,,
2250,0.73,0.13,,
2251,0.79,0.13,,
2252,1.06,0.13,,
2253,1.07,0.13,,
2254,1.1,0.13,,
2255,1.12,0.13,,
2256,1.36,0.13,,
2257,1.19,0.13,,
2258,1.69,0.13,,
2259,1.71,0.13,,
2260,1.64,0.13,,
2261,2.07,0.13,,
2262,2.1,0.13,,
2263,2.25,0.13,,
2264,2.03,0.13,,
2265,2,0.13,,
2266,2.03,0.13,,
2267,2.04,0.13,,
2268,0.71,0.13,,
2269,0,0.13,,
2270,0,0.13,,
2271,0,0.13,,
2272,0,0.13,,
2273,0,0.13,,
2274,0,0.13,,
2275,0.3,0.13,,
2276,0.31,0.13,,
2277,0.31,0.12,,
2278,0.33,0.12,,
2279,0.35,0.12,,
2280,0.54,0.12,,
2281,0.52,0.12,,
2282,0.52,0.12,,
2283,0.63,0.12,,
2284,0.61,0.12,,
2285,0.71,0.12,,
2286,0.49,0.12,,
2287,0.34,0.12,,
2288,0.26,0.12,,
2289,0.25,0.12,,
2290,0.25,0.12,,
2291,0,0.12,,
2292,0.18,0.12,,
2293,0.18,0.12,,
2294,0.18,0.12,,
2295,0.14,0.12,,
2296,0.15,0.12,,
2297,0.14,0.12,,
2298,0.16,0.12,,
2299,0.18,0.12,,
2300,0.18,0.12,,
2301,0.56,0.12,,
2302,0.57,0.12,,
2303,0.8,0.12,,
2304,0.8,0.12,,
2305,0.8,0.12,,
2306,1.66,0.12,,
2307,1.3,0.12,,
2308,1.09,0.12,,
2309,1.09,0.12,,
2310,1.09,0.12,,
2311,1.09,0.12,,
2312,0,0.12,,
2313,0,0.12,,
2314,0.98,0.12,,
2315,0.96,0.12,,
2316,0.92,0.12,,
2317,0.92,0.12,,
2318,1.03,0.12,,
2319,1.51,0.11,,
2320,2.3,0.11,,
2321,2.25,0.11,,
2322,2.64,0.11,,
2323,2.51,0.11,,
2324,2.49,0.11,,
2325,3.24,0.11,,
2326,2.72,0.11,,
2327,2.76,0.11,,
2328,2.76,0.11,,
2329,2.28,0.11,,
2330,2.27,0.11,,
2331,1,0.11,,
2332,1.01,0.11,,
2333,0.28,0.11,,
2334,0.29,0.11,,
2335,0.24,0.11,,
2336,0.12,0.11,,
2337,0,0.11,,
2338,0,0.11,,
2339,0.28,0.11,,
2340,0.28,0.11,,
2341,0.26,0.11,,
2342,1.36,0.11,,
2343,1.3,0.11,,
2344,1.3,0.11,,
2345,1.29,0.11,,
2346,1.36,0.11,,
2347,1.34,0.11,,
2348,1.35,0.11,,
2349,1.29,0.11,,
2350,1.23,0.11,,
2351,1.18,0.11,,
2352,1.23,0.11,,
2353,0,0.11,,
2354,0,0.11,,
2355,0,0.11,,
2356,0,0.11,,
2357,0,0.11,,
2358,0.33,0.11,,
2359,0.34,0.11,,
2360,0.35,0.11,,
2361,0.4,0.11,,
2362,0.48,0.11,,
2363,0.69,0.11,,
2364,0.71,0.11,,
2365,0.67,0.1,,
2366,0.69,0.1,,
2367,0.66,0.1,,
2368,0.67,0.1,,
2369,1.15,0.1,,
2370,0.84,0.1,,
2371,0.6,0.1,,
2372,0.6,0.1,,
2373,2.82,0.1,,
2374,2.52,0.1,,
2375,2.49,0.1,,
2376,2.69,0.1,,
2377,2.49,0.1,,
2378,2.73,0.1,,
2379,0.71,0.1,,
2380,0.71,0.1,,
2381,0.73,0.1,,
2382,1.3,0.1,,
2383,1.28,0.1,,
2384,0.84,0.1,,
2385,0.55,0.1,,
2386,0.55,0.1,,
2387,0.55,0.1,,
2388,0.54,0.1,,
2389,0.54,0.1,,
2390,0.71,0.1,,
2391,0.71,0.1,,
2392,0.7,0.1,,
2393,0.31,0.1,,
2394,0.31,0.1,,
2395,0.31,0.1,,
2396,0,0.1,,
2397,0,0.1,,
2398,0,0.1,,
2399,0,0.1,,
2400,0,0.1,,
2401,0.42,0.1,,
2402,0.39,0.1,,
2403,0.4,0.1,,
2404,0.33,0.1,,
2405,0.35,0.1,,
2406,1.82,0.1,,
2407,1.71,0.1,,
2408,2.28,0.1,,
2409,2.48,0.1,,
2410,2.82,0.1,,
2411,2.82,0.1,,
2412,2.53,0.1,,
2413,2.83,0.1,,
2414,2.42,0.1,,
2415,3.3,0.1,,
2416,3.21,0.09,,
2417,0,0.09,,
2418,0.2,0.09,,
2419,0.2,0.09,,
2420,0.69,0.09,,
2421,0.69,0.09,,
2422,0.67,0.09,,
2423,0.83,0.09,,
2424,0.8,0.09,,
2425,0.92,0.09,,
2426,0.78,0.09,,
2427,0.78,0.09,,
2428,0.71,0.09,,
2429,0.77,0.09,,
2430,1,0.09,,
2431,0.58,0.09,,
2432,0.57,0.09,,
2433,0.55,0.09,,
2434,0.98,0.09,,
2435,0.84,0.09,,
2436,0.9,0.09,,
2437,0.95,0.09,,
2438,0.96,0.09,,
2439,0.92,0.09,,
2440,0.86,0.09,,
2441,0.6,0.09,,
2442,0.59,0.09,,
2443,0.45,0.09,,
2444,0.44,0.09,,
2445,0,0.09,,
2446,0,0.09,,
2447,0,0.09,,
2448,0,0.09,,
2449,0,0.09,,
2450,0,0.09,,
2451,0,0.09,,
2452,0,0.09,,
2453,0,0.09,,
2454,0,0.09,,
2455,0,0.09,,
2456,0,0.09,,
2457,0,0.09,,
2458,0,0.09,,
2459,0,0.09,,
2460,0,0.09,,
2461,0,0.09,,
2462,0,0.09,,
2463,0,0.09,,
2464,0,0.09,,
2465,0.25,0.09,,
2466,0.24,0.09,,
2467,0.24,0.09,,
2468,0.25,0.09,,
2469,0.24,0.09,,
2470,0.23,0.09,,
2471,0.32,0.09,,
2472,0.37,0.09,,
2473,0.4,0.08,,
2474,0.44,0.08,,
2475,0.44,0.08,,
2476,0,0.08,,
2477,0.74,0.08,,
2478,0.74,0.08,,
2479,0.74,0.08,,
2480,0.89,0.08,,
2481,1.3,0.08,,
2482,1.3,0.08,,
2483,1.19,0.08,,
2484,1.08,0.08,,
2485,1.08,0.08,,
2486,0.77,0.08,,
2487,0.77,0.08,,
2488,0.29,0.08,,
2489,0.25,0.08,,
2490,0.25,0.08,,
2491,0.24,0.08,,
2492,0,0.08,,
2493,0.53,0.08,,
2494,1.07,0.08,,
2495,1.16,0.08,,
2496,2.01,0.08,,
2497,2.2,0.08,,
2498,2.15,0.08,,
2499,2.16,0.08,,
2500,2.19,0.08,,
2501,2.19,0.08,,
2502,2.19,0.08,,
2503,2.18,0.08,,
2504,2.14,0.08,,
2505,4.25,0.08,,
2506,3.46,0.08,,
2507,0.9,0.08,,
2508,0.9,0.08,,
2509,0.99,0.08,,
2510,0.99,0.08,,
2511,0.9,0.08,,
2512,0.9,0.08,,
2513,0,0.08,,
2514,0,0.08,,
2515,0,0.08,,
2516,0,0.08,,
2517,0,0.08,,
2518,0,0.08,,
2519,0.73,0.08,,
2520,0.73,0.08,,
2521,0.73,0.08,,
2522,0.85,0.08,,
2523,0.81,0.08,,
2524,0.73,0.08,,
2525,0.67,0.08,,
2526,0.78,0.08,,
2527,1.97,0.08,,
2528,1.85,0.08,,
2529,2.19,0.08,,
2530,1.61,0.08,,
2531,1.42,0.08,,
2532,1.42,0.08,,
2533,1.16,0.08,,
2534,1.2,0.08,,
2535,1.14,0.08,,
2536,1.18,0.07,,
2537,1.18,0.07,,
2538,2.03,0.07,,
2539,2.13,0.07,,
2540,2.17,0.07,,
2541,2.54,0.07,,
2542,2.88,0.07,,
2543,2.88,0.07,,
2544,4.33,0.07,,
2545,3.07,0.07,,
2546,3.97,0.07,,
2547,3.97,0.07,,
2548,3.97,0.07,,
2549,0,0.07,,
2550,0,0.07,,
2551,0,0.07,,
2552,0,0.07,,
2553,0.22,0.07,,
2554,0.18,0.07,,
2555,0.19,0.07,,
2556,0.26,0.07,,
2557,0.26,0.07,,
2558,0.26,0.07,,
2559,0.22,0.07,,
2560,0.22,0.07,,
2561,0.25,0.07,,
2562,0.25,0.07,,
2563,0.25,0.07,,
2564,0,0.07,,
2565,0,0.07,,
2566,0,0.07,,
2567,0,0.07,,
2568,0,0.07,,
2569,0,0.07,,
2570,0,0.07,,
2571,0,0.07,,
2572,0,0.07,,
2573,0,0.07,,
2574,0,0.07,,
2575,0.42,0.07,,
2576,0.41,0.07,,
2577,0.6,0.07,,
2578,0.67,0.07,,
2579,0.68,0.07,,
2580,0.57,0.07,,
2581,0.57,0.07,,
2582,0.41,0.07,,
2583,0.53,0.07,,
2584,0.51,0.07,,
2585,0.51,0.07,,
2586,0.27,0.07,,
2587,0.26,0.07,,
2588,0,0.07,,
2589,0,0.07,,
2590,0,0.07,,
2591,0,0.07,,
2592,0,0.07,,
2593,0,0.07,,
2594,0,0.07,,
2595,0,0.07,,
2596,0,0.07,,
2597,0,0.07,,
2598,1.69,0.07,,
2599,0.71,0.07,,
2600,0.71,0.07,,
2601,0.71,0.07,,
2602,0.71,0.07,,
2603,0.7,0.07,,
2604,0.68,0.07,,
2605,0.69,0.07,,
2606,0.71,0.07,,
2607,0.71,0.07,,
2608,0.75,0.07,,
2609,0.14,0.06,,
2610,0.53,0.06,,
2611,0.53,0.06,,
2612,0.53,0.06,,
2613,0.56,0.06,,
2614,0.59,0.06,,
2615,0.73,0.06,,
2616,0.73,0.06,,
2617,0.73,0.06,,
2618,0.69,0.06,,
2619,0,0.06,,
2620,0,0.06,,
2621,0,0.06,,
2622,0,0.06,,
2623,0,0.06,,
2624,0,0.06,,
2625,0,0.06,,
2626,0,0.06,,
2627,0,0.06,,
2628,0,0.06,,
2629,0.42,0.06,,
2630,0.43,0.06,,
2631,0.35,0.06,,
2632,0.35,0.06,,
2633,0.35,0.06,,
2634,0.35,0.06,,
2635,0.37,0.06,,
2636,0.39,0.06,,
2637,0.55,0.06,,
2638,0.55,0.06,,
2639,0.55,0.06,,
2640,0.18,0.06,,
2641,0.19,0.06,,
2642,0.15,0.06,,
2643,0.15,0.06,,
2644,0.15,0.06,,
2645,0.15,0.06,,
2646,0.15,0.06,,
2647,0,0.06,,
2648,0,0.06,,
2649,0,0.06,,
2650,0,0.06,,
2651,0,0.06,,
2652,0.73,0.06,,
2653,1.84,0.06,,
2654,1.7,0.06,,
2655,1.7,0.06,,
2656,1.57,0.06,,
2657,1.57,0.06,,
2658,1.21,0.06,,
2659,1.21,0.06,,
2660,1.41,0.06,,
2661,1.58,0.06,,
2662,1.58,0.06,,
2663,3.24,0.06,,
2664,2.29,0.06,,
2665,1.53,0.06,,
2666,1.31,0.06,,
2667,1.38,0.06,,
2668,1.02,0.06,,
2669,1.16,0.06,,
2670,1.12,0.06,,
2671,1.1,0.06,,
2672,0.56,0.06,,
2673,0.53,0.06,,
2674,0.1,0.06,,
2675,0.26,0.06,,
2676,0.29,0.06,,
2677,0.3,0.06,,
2678,0.3,0.06,,
2679,0.26,0.06,,
2680,0.11,0.06,,
2681,0.11,0.06,,
2682,0.11,0.06,,
2683,0.15,0.06,,
2684,0.15,0.06,,
2685,0.15,0.06,,
2686,0,0.06,,
2687,0,0.06,,
2688,0,0.06,,
2689,0,0.06,,
2690,0,0.06,,
2691,2.25,0.06,,
2692,2.25,0.06,,
2693,1.86,0.06,,
2694,1.86,0.05,,
2695,1.09,0.05,,
2696,1.09,0.05,,
2697,1.09,0.05,,
2698,0.83,0.05,,
2699,0.83,0.05,,
2700,0.82,0.05,,
2701,0.89,0.05,,
2702,0.64,0.05,,
2703,0.55,0.05,,
2704,0.57,0.05,,
2705,0.57,0.05,,
2706,0.58,0.05,,
2707,0.58,0.05,,
2708,0.61,0.05,,
2709,0.99,0.05,,
2710,0.96,0.05,,
2711,0.91,0.05,,
2712,0.94,0.05,,
2713,0.22,0.05,,
2714,1.03,0.05,,
2715,0.56,0.05,,
2716,0.56,0.05,,
2717,0.55,0.05,,
2718,0.46,0.05,,
2719,0.32,0.05,,
2720,0.32,0.05,,
2721,0.32,0.05,,
2722,0.32,0.05,,
2723,0.32,0.05,,
2724,0.44,0.05,,
2725,0,0.05,,
2726,0,0.05,,
2727,0,0.05,,
2728,0,0.05,,
2729,0,0.05,,
2730,0,0.05,,
2731,0,0.05,,
2732,0,0.05,,
2733,0.32,0.05,,
2734,0.31,0.05,,
2735,0.24,0.05,,
2736,0.24,0.05,,
2737,0.21,0.05,,
2738,0.24,0.05,,
2739,0.24,0.05,,
2740,0.24,0.05,,
2741,0.18,0.05,,
2742,0.16,0.05,,
2743,0.16,0.05,,
2744,0,0.05,,
2745,0,0.05,,
2746,0,0.05,,
2747,0,0.05,,
2748,0,0.05,,
2749,0.24,0.05,,
2750,0.24,0.05,,
2751,0.28,0.05,,
2752,0.37,0.05,,
2753,0.43,0.05,,
2754,0.42,0.05,,
2755,0.45,0.05,,
2756,0.44,0.05,,
2757,0.46,0.05,,
2758,1.06,0.05,,
2759,0.66,0.05,,
2760,0.27,0.05,,
2761,0.24,0.05,,
2762,0.17,0.05,,
2763,0,0.05,,
2764,0,0.05,,
2765,0,0.05,,
2766,0,0.05,,
2767,0,0.05,,
2768,0,0.05,,
2769,0,0.05,,
2770,0,0.05,,
2771,0,0.05,,
2772,0.39,0.05,,
2773,0.38,0.05,,
2774,0.39,0.05,,
2775,0.77,0.05,,
2776,0.92,0.05,,
2777,0.92,0.05,,
2778,1.1,0.05,,
2779,1.1,0.05,,
2780,1.1,0.05,,
2781,1.13,0.05,,
2782,1.13,0.05,,
2783,1.47,0.05,,
2784,1.62,0.05,,
2785,1.65,0.05,,
2786,1.76,0.05,,
2787,1.63,0.05,,
2788,1.63,0.05,,
2789,1.59,0.05,,
2790,1.06,0.05,,
2791,1.01,0.05,,
2792,0.74,0.05,,
2793,0.67,0.05,,
2794,0.58,0.05,,
2795,0,0.05,,
2796,0,0.04,,
2797,0,0.04,,
2798,0,0.04,,
2799,2.28,0.04,,
2800,2.23,0.04,,
2801,2.42,0.04,,
2802,2.42,0.04,,
2803,2.28,0.04,,
2804,1.3,0.04,,
2805,1.34,0.04,,
2806,1.32,0.04,,
2807,1.04,0.04,,
2808,1.34,0.04,,
2809,1.32,0.04,,
2810,0.54,0.04,,
2811,0.55,0.04,,
2812,0.55,0.04,,
2813,0.55,0.04,,
2814,1.12,0.04,,
2815,1.81,0.04,,
2816,1.81,0.04,,
2817,1.86,0.04,,
2818,2.99,0.04,,
2819,3.04,0.04,,
2820,3.53,0.04,,
2821,7.14,0.04,,
2822,7.14,0.04,,
2823,7.14,0.04,,
2824,7.14,0.04,,
2825,0,0.04,,
2826,0,0.04,,
2827,0,0.04,,
2828,0,0.04,,
2829,0,0.04,,
2830,0,0.04,,
2831,0,0.04,,
2832,0,0.04,,
2833,0,0.04,,
2834,0,0.04,,
2835,0,0.04,,
2836,0,0.04,,
2837,0,0.04,,
2838,0,0.04,,
2839,0,0.04,,
2840,0,0.04,,
2841,0,0.04,,
2842,0,0.04,,
2843,0,0.04,,
2844,0,0.04,,
2845,0,0.04,,
2846,0,0.04,,
2847,0,0.04,,
2848,0,0.04,,
2849,0,0.04,,
2850,0,0.04,,
2851,0,0.04,,
2852,0,0.04,,
2853,0,0.04,,
2854,0,0.04,,
2855,0,0.04,,
2856,0,0.04,,
2857,0,0.04,,
2858,0,0.04,,
2859,0.11,0.04,,
2860,0.15,0.04,,
2861,0.15,0.04,,
2862,0.15,0.04,,
2863,0.21,0.04,,
2864,0.16,0.04,,
2865,0.24,0.04,,
2866,0.24,0.04,,
2867,0.22,0.04,,
2868,0.22,0.04,,
2869,0.25,0.04,,
2870,0.09,0.04,,
2871,0.27,0.04,,
2872,0.15,0.04,,
2873,0.26,0.04,,
2874,0.26,0.04,,
2875,0.3,0.04,,
2876,0.3,0.04,,
2877,0.3,0.04,,
2878,0.31,0.04,,
2879,0.31,0.04,,
2880,0.31,0.04,,
2881,0.39,0.04,,
2882,0.32,0.04,,
2883,0.52,0.04,,
2884,0.27,0.04,,
2885,0.27,0.04,,
2886,0.27,0.04,,
2887,0.28,0.04,,
2888,0.32,0.04,,
2889,0.32,0.04,,
2890,0.32,0.04,,
2891,0.31,0.04,,
2892,0.21,0.04,,
2893,0,0.04,,
2894,0,0.04,,
2895,0,0.04,,
2896,0,0.04,,
2897,0,0.04,,
2898,0,0.04,,
2899,0,0.04,,
2900,0,0.04,,
2901,0,0.04,,
2902,0,0.04,,
2903,0,0.04,,
2904,0,0.04,,
2905,0,0.04,,
2906,0.25,0.04,,
2907,0.15,0.04,,
2908,0.14,0.04,,
2909,0.1,0.04,,
2910,0.1,0.04,,
2911,0.1,0.04,,
2912,0.1,0.04,,
2913,0.13,0.04,,
2914,0.12,0.04,,
2915,0.12,0.04,,
2916,0.12,0.04,,
2917,1.65,0.04,,
2918,2.35,0.04,,
2919,2.39,0.04,,
2920,4.3,0.04,,
2921,4.3,0.04,,
2922,3.27,0.04,,
2923,3.2,0.04,,
2924,3.14,0.03,,
2925,2.93,0.03,,
2926,2.93,0.03,,
2927,3.02,0.03,,
2928,1.02,0.03,,
2929,1.15,0.03,,
2930,1.11,0.03,,
2931,0.9,0.03,,
2932,0.9,0.03,,
2933,0.87,0.03,,
2934,0.89,0.03,,
2935,0.9,0.03,,
2936,0.42,0.03,,
2937,0.39,0.03,,
2938,0.39,0.03,,
2939,0.34,0.03,,
2940,0.35,0.03,,
2941,0.35,0.03,,
2942,0.38,0.03,,
2943,0.31,0.03,,
2944,0.23,0.03,,
2945,0.23,0.03,,
2946,0.23,0.03,,
2947,0.53,0.03,,
2948,0.64,0.03,,
2949,0.64,0.03,,
2950,0.79,0.03,,
2951,0.99,0.03,,
2952,0.93,0.03,,
2953,0.91,0.03,,
2954,1.19,0.03,,
2955,1.23,0.03,,
2956,1.33,0.03,,
2957,1.33,0.03,,
2958,0,0.03,,
2959,0,0.03,,
2960,0,0.03,,
2961,0,0.03,,
2962,0,0.03,,
2963,0,0.03,,
2964,0,0.03,,
2965,0,0.03,,
2966,0.45,0.03,,
2967,0.43,0.03,,
2968,0.41,0.03,,
2969,0.28,0.03,,
2970,0.31,0.03,,
2971,0.24,0.03,,
2972,0.17,0.03,,
2973,0.17,0.03,,
2974,0.17,0.03,,
2975,0.17,0.03,,
2976,0.17,0.03,,
2977,0,0.03,,
2978,0,0.03,,
2979,0,0.03,,
2980,0.49,0.03,,
2981,0.49,0.03,,
2982,0.7,0.03,,
2983,6.5,0.03,,
2984,6.5,0.03,,
2985,6.5,0.03,,
2986,5.57,0.03,,
2987,2.79,0.03,,
2988,2.79,0.03,,
2989,2.79,0.03,,
2990,2.79,0.03,,
2991,0,0.03,,
2992,0,0.03,,
2993,0,0.03,,
2994,0,0.03,,
2995,0,0.03,,
2996,0,0.03,,
2997,0,0.03,,
2998,0,0.03,,
2999,0,0.03,,
